Test Case: H100PCIE_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
| 4096  |  32  |  1  |  2  | 32  |   0   |  1   |  [[1, 4096, 32]]   | bf16  |       3.18       |       3.31        |       3.7        |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     4.12%     |
| 4096  |  32  |  2  |  2  | 32  |   0   |  1   |  [[2, 4096, 32]]   | bf16  |       1.5        |       1.51        |       1.53       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
| 4096  |  32  |  4  |  2  | 32  |   0   |  1   |  [[4, 4096, 32]]   | bf16  |       1.48       |       1.51        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
| 4096  |  32  |  8  |  2  | 32  |   0   |  1   |  [[8, 4096, 32]]   | bf16  |       3.12       |       3.18        |       3.29       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    33.61%     |
| 4096  |  32  | 16  |  2  | 32  |   0   |  1   |  [[16, 4096, 32]]  | bf16  |       1.49       |       1.51        |       1.53       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
| 4096  |  32  | 32  |  2  | 32  |   0   |  1   |  [[32, 4096, 32]]  | bf16  |       1.51       |       1.53        |       1.54       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    277.77%    |
|  32   |  64  |  1  |  2  | 32  |   0   |  1   |   [[1, 32, 64]]    | bf16  |       3.19       |       3.21        |       3.25       |        2.0         | 0.00e+00 | 2.05e+03 |        0%        |     0.06%     |
|  32   |  64  |  2  |  2  | 32  |   0   |  1   |   [[2, 32, 64]]    | bf16  |       1.5        |       1.53        |       1.58       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  32   |  64  |  4  |  2  | 32  |   0   |  1   |   [[4, 32, 64]]    | bf16  |       1.51       |       1.52        |       1.53       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.54%     |
|  32   |  64  |  8  |  2  | 32  |   0   |  1   |   [[8, 32, 64]]    | bf16  |       3.18       |       3.23        |       3.24       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     0.52%     |
|  32   |  64  | 16  |  2  | 32  |   0   |  1   |   [[16, 32, 64]]   | bf16  |       1.51       |       1.53        |       1.56       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.17%     |
|  32   |  64  | 32  |  2  | 32  |   0   |  1   |   [[32, 32, 64]]   | bf16  |       1.5        |       1.51        |       1.53       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  64   |  64  |  1  |  2  | 32  |   0   |  1   |   [[1, 64, 64]]    | bf16  |       1.49       |        1.5        |       1.52       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  64   |  64  |  2  |  2  | 32  |   0   |  1   |   [[2, 64, 64]]    | bf16  |       1.48       |        1.5        |       1.53       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  64   |  64  |  4  |  2  | 32  |   0   |  1   |   [[4, 64, 64]]    | bf16  |       1.49       |       1.53        |       1.57       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.1%      |
|  64   |  64  |  8  |  2  | 32  |   0   |  1   |   [[8, 64, 64]]    | bf16  |       1.47       |       1.51        |       1.54       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.23%     |
|  64   |  64  | 16  |  2  | 32  |   0   |  1   |   [[16, 64, 64]]   | bf16  |       1.48       |        1.5        |       1.52       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.43%     |
|  64   |  64  | 32  |  2  | 32  |   0   |  1   |   [[32, 64, 64]]   | bf16  |       2.4        |       2.42        |       2.45       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     5.46%     |
|  128  |  64  |  1  |  2  | 32  |   0   |  1   |   [[1, 128, 64]]   | bf16  |       1.51       |       1.52        |       1.53       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.54%     |
|  128  |  64  |  2  |  2  | 32  |   0   |  1   |   [[2, 128, 64]]   | bf16  |       1.52       |       1.54        |       1.56       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.08%     |
|  128  |  64  |  4  |  2  | 32  |   0   |  1   |   [[4, 128, 64]]   | bf16  |       1.49       |       1.52        |       1.54       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.2%      |
|  128  |  64  |  8  |  2  | 32  |   0   |  1   |   [[8, 128, 64]]   | bf16  |       3.19       |        3.2        |       3.24       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     2.05%     |
|  128  |  64  | 16  |  2  | 32  |   0   |  1   |  [[16, 128, 64]]   | bf16  |       1.48       |        1.5        |       1.52       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  128  |  64  | 32  |  2  | 32  |   0   |  1   |  [[32, 128, 64]]   | bf16  |       1.49       |       1.51        |       1.52       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
|  256  |  64  |  1  |  2  | 32  |   0   |  1   |   [[1, 256, 64]]   | bf16  |       1.51       |       1.52        |       1.53       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.09%     |
|  256  |  64  |  2  |  2  | 32  |   0   |  1   |   [[2, 256, 64]]   | bf16  |       3.19       |        3.2        |       3.25       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     1.03%     |
|  256  |  64  |  4  |  2  | 32  |   0   |  1   |   [[4, 256, 64]]   | bf16  |       1.49       |       1.52        |       1.54       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.4%      |
|  256  |  64  |  8  |  2  | 32  |   0   |  1   |   [[8, 256, 64]]   | bf16  |       1.49       |       1.51        |       1.52       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
|  256  |  64  | 16  |  2  | 32  |   0   |  1   |  [[16, 256, 64]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
|  256  |  64  | 32  |  2  | 32  |   0   |  1   |  [[32, 256, 64]]   | bf16  |       1.49       |       1.52        |       1.56       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
|  512  |  64  |  1  |  2  | 32  |   0   |  1   |   [[1, 512, 64]]   | bf16  |       1.5        |       1.52        |       1.54       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  512  |  64  |  2  |  2  | 32  |   0   |  1   |   [[2, 512, 64]]   | bf16  |       1.49       |       1.53        |       1.56       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.4%      |
|  512  |  64  |  4  |  2  | 32  |   0   |  1   |   [[4, 512, 64]]   | bf16  |       1.49       |        1.5        |       1.51       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
|  512  |  64  |  8  |  2  | 32  |   0   |  1   |   [[8, 512, 64]]   | bf16  |       1.48       |        1.5        |       1.53       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  512  |  64  | 16  |  2  | 32  |   0   |  1   |  [[16, 512, 64]]   | bf16  |       1.5        |       1.51        |       1.53       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  512  |  64  | 32  |  2  | 32  |   0   |  1   |  [[32, 512, 64]]   | bf16  |       1.5        |       1.52        |       1.55       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 1024  |  64  |  1  |  2  | 32  |   0   |  1   |  [[1, 1024, 64]]   | bf16  |       3.03       |       3.08        |       3.14       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     2.16%     |
| 1024  |  64  |  2  |  2  | 32  |   0   |  1   |  [[2, 1024, 64]]   | bf16  |       1.48       |       1.51        |       1.56       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
| 1024  |  64  |  4  |  2  | 32  |   0   |  1   |  [[4, 1024, 64]]   | bf16  |       1.48       |        1.5        |       1.53       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
| 1024  |  64  |  8  |  2  | 32  |   0   |  1   |  [[8, 1024, 64]]   | bf16  |       1.43       |       1.46        |       1.5        |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    36.66%     |
| 1024  |  64  | 16  |  2  | 32  |   0   |  1   |  [[16, 1024, 64]]  | bf16  |       1.49       |       1.54        |       1.6        |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
| 1024  |  64  | 32  |  2  | 32  |   0   |  1   |  [[32, 1024, 64]]  | bf16  |       1.49       |        1.5        |       1.51       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
| 2048  |  64  |  1  |  2  | 32  |   0   |  1   |  [[1, 2048, 64]]   | bf16  |       1.43       |       1.46        |       1.5        |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     9.17%     |
| 2048  |  64  |  2  |  2  | 32  |   0   |  1   |  [[2, 2048, 64]]   | bf16  |       1.5        |       1.52        |       1.54       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
| 2048  |  64  |  4  |  2  | 32  |   0   |  1   |  [[4, 2048, 64]]   | bf16  |       1.51       |       1.53        |       1.55       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.72%     |
| 2048  |  64  |  8  |  2  | 32  |   0   |  1   |  [[8, 2048, 64]]   | bf16  |       1.4        |       1.46        |       1.51       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |     74.9%     |
| 2048  |  64  | 16  |  2  | 32  |   0   |  1   |  [[16, 2048, 64]]  | bf16  |       1.49       |       1.52        |       1.55       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
| 2048  |  64  | 32  |  2  | 32  |   0   |  1   |  [[32, 2048, 64]]  | bf16  |       1.5        |       1.52        |       1.55       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
| 4096  |  64  |  1  |  2  | 32  |   0   |  1   |  [[1, 4096, 64]]   | bf16  |       3.15       |        3.2        |       3.24       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |     8.32%     |
| 4096  |  64  |  2  |  2  | 32  |   0   |  1   |  [[2, 4096, 64]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
| 4096  |  64  |  4  |  2  | 32  |   0   |  1   |  [[4, 4096, 64]]   | bf16  |       1.49       |       1.51        |       1.56       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
| 4096  |  64  |  8  |  2  | 32  |   0   |  1   |  [[8, 4096, 64]]   | bf16  |       3.02       |       3.05        |       3.1        |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    69.44%     |
| 4096  |  64  | 16  |  2  | 32  |   0   |  1   |  [[16, 4096, 64]]  | bf16  |       1.49       |       1.53        |       1.6        |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
| 4096  |  64  | 32  |  2  | 32  |   0   |  1   |  [[32, 4096, 64]]  | bf16  |       1.52       |       1.54        |       1.56       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    551.88%    |
|  32   | 128  |  1  |  2  | 32  |   0   |  1   |   [[1, 32, 128]]   | bf16  |       1.5        |       1.53        |       1.56       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  32   | 128  |  2  |  2  | 32  |   0   |  1   |   [[2, 32, 128]]   | bf16  |       1.51       |       1.57        |       1.83       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.54%     |
|  32   | 128  |  4  |  2  | 32  |   0   |  1   |   [[4, 32, 128]]   | bf16  |       1.5        |       1.52        |       1.55       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.09%     |
|  32   | 128  |  8  |  2  | 32  |   0   |  1   |   [[8, 32, 128]]   | bf16  |       1.51       |       1.52        |       1.54       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.17%     |
|  32   | 128  | 16  |  2  | 32  |   0   |  1   |  [[16, 32, 128]]   | bf16  |       1.48       |        1.5        |       1.52       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.43%     |
|  32   | 128  | 32  |  2  | 32  |   0   |  1   |  [[32, 32, 128]]   | bf16  |       1.48       |       1.52        |       1.54       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  64   | 128  |  1  |  2  | 32  |   0   |  1   |   [[1, 64, 128]]   | bf16  |       1.5        |       1.52        |       1.57       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  64   | 128  |  2  |  2  | 32  |   0   |  1   |   [[2, 64, 128]]   | bf16  |       1.52       |       1.56        |       1.61       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.08%     |
|  64   | 128  |  4  |  2  | 32  |   0   |  1   |   [[4, 64, 128]]   | bf16  |       1.51       |       1.53        |       1.57       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.17%     |
|  64   | 128  |  8  |  2  | 32  |   0   |  1   |   [[8, 64, 128]]   | bf16  |       1.5        |       1.52        |       1.53       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  64   | 128  | 16  |  2  | 32  |   0   |  1   |  [[16, 64, 128]]   | bf16  |       1.48       |       1.51        |       1.53       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  64   | 128  | 32  |  2  | 32  |   0   |  1   |  [[32, 64, 128]]   | bf16  |       1.5        |       1.53        |       1.55       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  128  | 128  |  1  |  2  | 32  |   0   |  1   |  [[1, 128, 128]]   | bf16  |       1.5        |       1.51        |       1.53       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.09%     |
|  128  | 128  |  2  |  2  | 32  |   0   |  1   |  [[2, 128, 128]]   | bf16  |       1.49       |       1.52        |       1.55       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.2%      |
|  128  | 128  |  4  |  2  | 32  |   0   |  1   |  [[4, 128, 128]]   | bf16  |       1.5        |       1.52        |       1.55       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  128  | 128  |  8  |  2  | 32  |   0   |  1   |  [[8, 128, 128]]   | bf16  |       1.51       |       1.52        |       1.55       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.68%     |
|  128  | 128  | 16  |  2  | 32  |   0   |  1   |  [[16, 128, 128]]  | bf16  |       3.18       |        3.2        |       3.24       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |     8.24%     |
|  128  | 128  | 32  |  2  | 32  |   0   |  1   |  [[32, 128, 128]]  | bf16  |       1.5        |       1.52        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  256  | 128  |  1  |  2  | 32  |   0   |  1   |  [[1, 256, 128]]   | bf16  |       1.51       |       1.52        |       1.54       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.17%     |
|  256  | 128  |  2  |  2  | 32  |   0   |  1   |  [[2, 256, 128]]   | bf16  |       2.96       |       3.04        |       3.12       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     2.21%     |
|  256  | 128  |  4  |  2  | 32  |   0   |  1   |  [[4, 256, 128]]   | bf16  |       1.48       |        1.5        |       1.53       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  256  | 128  |  8  |  2  | 32  |   0   |  1   |  [[8, 256, 128]]   | bf16  |       1.29       |       1.41        |       1.46       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    20.32%     |
|  256  | 128  | 16  |  2  | 32  |   0   |  1   |  [[16, 256, 128]]  | bf16  |       3.09       |       3.16        |       3.32       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    16.97%     |
|  256  | 128  | 32  |  2  | 32  |   0   |  1   |  [[32, 256, 128]]  | bf16  |       0.35       |       0.37        |       0.38       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    299.59%    |
