Test Case: L40S_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  128  | 4096 | 32  |  2  |  8  |   0   |  1   | [[32, 128, 4096]]  | bf16  |       1.41       |       1.47        |       1.5        |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2754.34%    |
|  256  | 4096 |  1  |  2  |  8  |   0   |  1   |  [[1, 256, 4096]]  | bf16  |       1.45       |       1.47        |       1.5        |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    167.4%     |
|  256  | 4096 |  2  |  2  |  8  |   0   |  1   |  [[2, 256, 4096]]  | bf16  |       1.44       |       1.48        |       1.58       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    337.12%    |
|  256  | 4096 |  4  |  2  |  8  |   0   |  1   |  [[4, 256, 4096]]  | bf16  |       1.45       |       1.48        |       1.52       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    669.59%    |
|  256  | 4096 |  8  |  2  |  8  |   0   |  1   |  [[8, 256, 4096]]  | bf16  |       1.44       |       1.49        |       1.54       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1348.48%    |
|  256  | 4096 | 16  |  2  |  8  |   0   |  1   | [[16, 256, 4096]]  | bf16  |       1.44       |       1.46        |       1.49       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2696.95%    |
|  256  | 4096 | 32  |  2  |  8  |   0   |  1   | [[32, 256, 4096]]  | bf16  |       1.43       |       1.47        |       1.5        |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5431.63%    |
|  512  | 4096 |  1  |  2  |  8  |   0   |  1   |  [[1, 512, 4096]]  | bf16  |       1.46       |       1.48        |       1.51       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    332.5%     |
|  512  | 4096 |  2  |  2  |  8  |   0   |  1   |  [[2, 512, 4096]]  | bf16  |       1.43       |       1.48        |       1.53       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    678.95%    |
|  512  | 4096 |  4  |  2  |  8  |   0   |  1   |  [[4, 512, 4096]]  | bf16  |       1.43       |       1.48        |       1.51       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1357.91%    |
|  512  | 4096 |  8  |  2  |  8  |   0   |  1   |  [[8, 512, 4096]]  | bf16  |       1.44       |       1.47        |       1.52       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2696.95%    |
|  512  | 4096 | 16  |  2  |  8  |   0   |  1   | [[16, 512, 4096]]  | bf16  |       1.43       |       1.47        |       1.51       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5431.63%    |
|  512  | 4096 | 32  |  2  |  8  |   0   |  1   | [[32, 512, 4096]]  | bf16  |       1.45       |       1.49        |       1.53       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10713.42%   |
| 1024  | 4096 |  1  |  2  |  8  |   0   |  1   | [[1, 1024, 4096]]  | bf16  |       1.45       |       1.49        |       1.53       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    669.59%    |
| 1024  | 4096 |  2  |  2  |  8  |   0   |  1   | [[2, 1024, 4096]]  | bf16  |       1.45       |       1.47        |       1.49       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1339.18%    |
| 1024  | 4096 |  4  |  2  |  8  |   0   |  1   | [[4, 1024, 4096]]  | bf16  |       1.32       |       1.47        |       1.55       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2942.13%    |
| 1024  | 4096 |  8  |  2  |  8  |   0   |  1   | [[8, 1024, 4096]]  | bf16  |       1.44       |       1.46        |       1.48       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5393.91%    |
| 1024  | 4096 | 16  |  2  |  8  |   0   |  1   | [[16, 1024, 4096]] | bf16  |       1.36       |       1.47        |       1.52       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   11422.4%    |
| 1024  | 4096 | 32  |  2  |  8  |   0   |  1   | [[32, 1024, 4096]] | bf16  |       1.44       |       1.46        |       1.5        |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   21575.64%   |
| 2048  | 4096 |  1  |  2  |  8  |   0   |  1   | [[1, 2048, 4096]]  | bf16  |       1.42       |       1.47        |       1.49       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1367.47%    |
| 2048  | 4096 |  2  |  2  |  8  |   0   |  1   | [[2, 2048, 4096]]  | bf16  |       1.46       |       1.49        |       1.53       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2660.01%    |
| 2048  | 4096 |  4  |  2  |  8  |   0   |  1   | [[4, 2048, 4096]]  | bf16  |       1.41       |       1.46        |       1.52       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5508.67%    |
| 2048  | 4096 |  8  |  2  |  8  |   0   |  1   | [[8, 2048, 4096]]  | bf16  |       1.46       |       1.48        |       1.5        |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10640.04%   |
| 2048  | 4096 | 16  |  2  |  8  |   0   |  1   | [[16, 2048, 4096]] | bf16  |       1.44       |       1.48        |       1.51       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   21575.64%   |
| 2048  | 4096 | 32  |  2  |  8  |   0   |  1   | [[32, 2048, 4096]] | bf16  |       0.71       |       1.38        |       1.53       |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |   87518.08%   |
| 4096  | 4096 |  1  |  2  |  8  |   0   |  1   | [[1, 4096, 4096]]  | bf16  |       0.48       |       1.33        |       1.5        |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   8090.86%    |
| 4096  | 4096 |  2  |  2  |  8  |   0   |  1   | [[2, 4096, 4096]]  | bf16  |       1.44       |       1.47        |       1.52       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5393.91%    |
| 4096  | 4096 |  4  |  2  |  8  |   0   |  1   | [[4, 4096, 4096]]  | bf16  |       1.43       |       1.45        |       1.49       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10863.26%   |
| 4096  | 4096 |  8  |  2  |  8  |   0   |  1   | [[8, 4096, 4096]]  | bf16  |       1.43       |       1.47        |       1.5        |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   21726.52%   |
| 4096  | 4096 | 16  |  2  |  8  |   0   |  1   | [[16, 4096, 4096]] | bf16  |       1.44       |       1.49        |       1.51       |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |   43151.28%   |
| 4096  | 4096 | 32  |  2  |  8  |   0   |  1   | [[32, 4096, 4096]] | bf16  |       0.32       |       1.32        |       1.54       |      1555.45       | 0.00e+00 | 5.37e+08 |        0%        |  388361.48%   |
|  32   | 8192 |  1  |  2  |  8  |   0   |  1   |  [[1, 32, 8192]]   | bf16  |       0.47       |       1.31        |       1.46       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    129.11%    |
|  32   | 8192 |  2  |  2  |  8  |   0   |  1   |  [[2, 32, 8192]]   | bf16  |       1.41       |       1.45        |       1.5        |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    86.07%     |
|  32   | 8192 |  4  |  2  |  8  |   0   |  1   |  [[4, 32, 8192]]   | bf16  |       1.44       |       1.49        |       1.54       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    168.56%    |
|  32   | 8192 |  8  |  2  |  8  |   0   |  1   |  [[8, 32, 8192]]   | bf16  |       1.43       |       1.45        |       1.46       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    339.48%    |
|  32   | 8192 | 16  |  2  |  8  |   0   |  1   |  [[16, 32, 8192]]  | bf16  |       1.45       |       1.47        |       1.52       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    669.59%    |
|  32   | 8192 | 32  |  2  |  8  |   0   |  1   |  [[32, 32, 8192]]  | bf16  |       1.45       |       1.49        |       1.58       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1339.18%    |
|  64   | 8192 |  1  |  2  |  8  |   0   |  1   |  [[1, 64, 8192]]   | bf16  |       1.45       |       1.48        |       1.52       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |     83.7%     |
|  64   | 8192 |  2  |  2  |  8  |   0   |  1   |  [[2, 64, 8192]]   | bf16  |       1.45       |        1.5        |       1.58       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    167.4%     |
|  64   | 8192 |  4  |  2  |  8  |   0   |  1   |  [[4, 64, 8192]]   | bf16  |       1.37       |       1.47        |       1.56       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    354.34%    |
|  64   | 8192 |  8  |  2  |  8  |   0   |  1   |  [[8, 64, 8192]]   | bf16  |       1.44       |        1.5        |       1.55       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    674.24%    |
|  64   | 8192 | 16  |  2  |  8  |   0   |  1   |  [[16, 64, 8192]]  | bf16  |       1.44       |       1.49        |       1.52       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1348.48%    |
|  64   | 8192 | 32  |  2  |  8  |   0   |  1   |  [[32, 64, 8192]]  | bf16  |       1.44       |       1.46        |       1.49       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2696.95%    |
|  128  | 8192 |  1  |  2  |  8  |   0   |  1   |  [[1, 128, 8192]]  | bf16  |       1.49       |        1.5        |       1.55       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    162.9%     |
|  128  | 8192 |  2  |  2  |  8  |   0   |  1   |  [[2, 128, 8192]]  | bf16  |       1.45       |       1.47        |       1.5        |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    334.79%    |
|  128  | 8192 |  4  |  2  |  8  |   0   |  1   |  [[4, 128, 8192]]  | bf16  |       1.45       |       1.49        |       1.54       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    669.59%    |
|  128  | 8192 |  8  |  2  |  8  |   0   |  1   |  [[8, 128, 8192]]  | bf16  |       1.41       |       1.46        |       1.53       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1377.17%    |
|  128  | 8192 | 16  |  2  |  8  |   0   |  1   | [[16, 128, 8192]]  | bf16  |       1.44       |       1.47        |       1.52       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2696.95%    |
|  128  | 8192 | 32  |  2  |  8  |   0   |  1   | [[32, 128, 8192]]  | bf16  |       1.42       |       1.46        |       1.51       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5469.88%    |
|  256  | 8192 |  1  |  2  |  8  |   0   |  1   |  [[1, 256, 8192]]  | bf16  |       1.43       |       1.48        |       1.52       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    339.48%    |
|  256  | 8192 |  2  |  2  |  8  |   0   |  1   |  [[2, 256, 8192]]  | bf16  |       1.44       |       1.45        |       1.47       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    674.24%    |
|  256  | 8192 |  4  |  2  |  8  |   0   |  1   |  [[4, 256, 8192]]  | bf16  |       1.44       |       1.45        |       1.47       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1348.48%    |
|  256  | 8192 |  8  |  2  |  8  |   0   |  1   |  [[8, 256, 8192]]  | bf16  |       1.41       |       1.45        |       1.47       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2754.34%    |
|  256  | 8192 | 16  |  2  |  8  |   0   |  1   | [[16, 256, 8192]]  | bf16  |       1.42       |       1.45        |       1.49       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5469.88%    |
|  256  | 8192 | 32  |  2  |  8  |   0   |  1   | [[32, 256, 8192]]  | bf16  |       1.46       |       1.48        |       1.51       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10640.04%   |
|  512  | 8192 |  1  |  2  |  8  |   0   |  1   |  [[1, 512, 8192]]  | bf16  |       1.44       |       1.49        |       1.52       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    674.24%    |
|  512  | 8192 |  2  |  2  |  8  |   0   |  1   |  [[2, 512, 8192]]  | bf16  |       1.44       |       1.46        |       1.48       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1348.48%    |
|  512  | 8192 |  4  |  2  |  8  |   0   |  1   |  [[4, 512, 8192]]  | bf16  |       1.45       |       1.48        |       1.53       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2678.36%    |
|  512  | 8192 |  8  |  2  |  8  |   0   |  1   |  [[8, 512, 8192]]  | bf16  |       1.44       |       1.48        |       1.5        |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5393.91%    |
|  512  | 8192 | 16  |  2  |  8  |   0   |  1   | [[16, 512, 8192]]  | bf16  |       1.46       |       1.48        |       1.52       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10640.04%   |
|  512  | 8192 | 32  |  2  |  8  |   0   |  1   | [[32, 512, 8192]]  | bf16  |       1.43       |       1.48        |       1.53       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   21726.52%   |
| 1024  | 8192 |  1  |  2  |  8  |   0   |  1   | [[1, 1024, 8192]]  | bf16  |       1.48       |       1.53        |       1.62       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1312.03%    |
| 1024  | 8192 |  2  |  2  |  8  |   0   |  1   | [[2, 1024, 8192]]  | bf16  |       1.44       |       1.48        |       1.53       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2696.95%    |
| 1024  | 8192 |  4  |  2  |  8  |   0   |  1   | [[4, 1024, 8192]]  | bf16  |       1.39       |        1.5        |       1.63       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5587.93%    |
| 1024  | 8192 |  8  |  2  |  8  |   0   |  1   | [[8, 1024, 8192]]  | bf16  |       1.37       |       1.49        |       1.67       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   11339.02%   |
| 1024  | 8192 | 16  |  2  |  8  |   0   |  1   | [[16, 1024, 8192]] | bf16  |       1.46       |        1.5        |       1.54       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   21280.08%   |
| 1024  | 8192 | 32  |  2  |  8  |   0   |  1   | [[32, 1024, 8192]] | bf16  |       1.47       |        1.5        |       1.53       |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |   42270.64%   |
| 2048  | 8192 |  1  |  2  |  8  |   0   |  1   | [[1, 2048, 8192]]  | bf16  |       0.68       |       1.36        |       1.49       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |    5711.2%    |
| 2048  | 8192 |  2  |  2  |  8  |   0   |  1   | [[2, 2048, 8192]]  | bf16  |       1.44       |       1.49        |       1.57       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5393.91%    |
| 2048  | 8192 |  4  |  2  |  8  |   0   |  1   | [[4, 2048, 8192]]  | bf16  |       1.46       |       1.48        |       1.51       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10640.04%   |
| 2048  | 8192 |  8  |  2  |  8  |   0   |  1   | [[8, 2048, 8192]]  | bf16  |       1.45       |       1.46        |       1.48       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   21426.84%   |
| 2048  | 8192 | 16  |  2  |  8  |   0   |  1   | [[16, 2048, 8192]] | bf16  |       1.44       |       1.49        |       1.53       |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |   43151.28%   |
| 2048  | 8192 | 32  |  2  |  8  |   0   |  1   | [[32, 2048, 8192]] | bf16  |       0.47       |       1.31        |       1.49       |      1555.45       | 0.00e+00 | 5.37e+08 |        0%        |  264416.33%   |
| 4096  | 8192 |  1  |  2  |  8  |   0   |  1   | [[1, 4096, 8192]]  | bf16  |       0.68       |       1.36        |       1.51       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   11422.4%    |
| 4096  | 8192 |  2  |  2  |  8  |   0   |  1   | [[2, 4096, 8192]]  | bf16  |       1.43       |       1.48        |       1.5        |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10863.26%   |
| 4096  | 8192 |  4  |  2  |  8  |   0   |  1   | [[4, 4096, 8192]]  | bf16  |       1.44       |        1.5        |       1.59       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   21575.64%   |
| 4096  | 8192 |  8  |  2  |  8  |   0   |  1   | [[8, 4096, 8192]]  | bf16  |       0.68       |       1.34        |       1.49       |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |   91379.17%   |
| 4096  | 8192 | 16  |  2  |  8  |   0   |  1   | [[16, 4096, 8192]] | bf16  |       0.52       |       1.34        |       1.5        |      1555.45       | 0.00e+00 | 5.37e+08 |        0%        |  238991.68%   |
| 4096  | 8192 | 32  |  2  |  8  |   0   |  1   | [[32, 4096, 8192]] | bf16  |       1.42       |       1.45        |       1.5        |      3108.89       | 0.00e+00 | 1.07e+09 |        0%        |  175036.16%   |
